w,y,square_meters,contract_type,availability,description,other_features,conditions,floor,elevator,energy_efficiency_class,condominium_fees,zone
1,1750,50,rent | transitory,available,"2 (1 bedroom, 1 other), 2 bathrooms, kitchen nook",security door | external exposure | centralized tv system | furnished,excellent,Ground floor,no,g,0,ghisolfa - mac mahon
1,700,40,rent | 4+4,NA,"1 bedroom, 1 bathroom, kitchen nook",electric gate | optic fiber | security door | centralized tv system | furnished | window frames in double glass / pvcdouble exposure,excellent,Mezzanine,no,g,130,vigentino - fatima
1,1150,55,rent,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchen diner",balcony | furnished | cellar | shared garden,excellent,3,no,e,50,affori
1,1350,65,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchenette",video entryphone | security door | terrace | furnished | shared garden | window frames in double glass / wood,NA,1,no,f,70,farini
1,3000,85,rent,NA,"3 (2 bedrooms, 1 other), 1 bathroom","kitchen | balcony | furnished | shared garden | window frames in double glass / wood | exposure north, east",NA,3,yes,a,250,quadronno - crocetta
1,1060,50,rent | 4+4,NA,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",security door | terrace | furnished | window frames in double glass / metal,excellent,5,yes,g,140,porta romana - medaglie d'oro
1,1300,130,rent | transitory,available,"4 (3 bedrooms, 1 other), 2 bathrooms, kitchen diner",electric gate | optic fiber | video entryphone | security door | balcony | furnished | cellar | shared garden | window frames in glass / pvcdouble exposure,good condition,4,yes,g,300,santa giulia
1,950,65,rent | transitory,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",electric gate | optic fiber | video entryphone | security door | full day concierge | centralized tv system | furnished | double exposure,good condition,1,yes,NA,250,tre castelli - faenza
1,2300,104,rent,available,"2 (1 bedroom, 1 other), 2 bathrooms, kitchen diner",electric gate | optic fiber | video entryphone | alarm system | security door | closet | balcony | terrace | full day concierge | tv system with satellite dish | furnished | cellar | window frames in double glass / wood | double exposure,excellent,6,yes,g,500,buenos aires
1,3750,116,rent,available from 15/06/2024,"3 (2 bedrooms, 1 other), 2 bathrooms, kitchen diner",fireplace | video entryphone | security door | balcony | full day concierge | centralized tv system | partially furnished | cellar | double exposure,excellent,5,yes,g,583,palestro
1,7150,150,rent | 4+4,available,"4 (3 bedrooms, 1 other), 2 bathrooms, open kitchen",optic fiber | video entryphone | security door | balcony | full day concierge | centralized tv system | only kitchen furnished | cellar | window frames in double glass / wood | double exposure,excellent,2,yes,g,485,vercelli - wagner
1,1600,90,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",security door | external exposure | closet | terrace | full day concierge | centralized tv system | furnished | window frames in glass / pvc,good condition,7,yes,f,400,buenos aires
1,3335,146,rent | 4+4,available,"3 (2 bedrooms, 1 other), 2 bathrooms, kitchen diner",balcony | full day concierge | centralized tv system | cellar | window frames in double glass / wood | double exposure,excellent,3,yes,g,625,palestro
1,1300,60,rent | transitory,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | security door | external exposure | closet | centralized tv system | furnished | cellar | window frames in double glass / pvc,good condition,Ground floor,yes,g,200,solari
1,3300,101,rent | transitory,available,"3 (2 bedrooms, 1 other), 2 bathrooms, open kitchen",internal exposure,good condition,1,no,d,0,navigli - darsena
1,1350,40,rent | transitory,available from 01/06/2024,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",electric gate | optic fiber | video entryphone | security door | balcony | full day concierge | single tv system | furnished | shared garden | window frames in double glass / metal | double exposure,excellent,3,yes,f,80,repubblica
1,900,40,rent | 4+4,available from 15/06/2024,"1 bedroom, 1 bathroom, open kitchen",optic fiber | security door | external exposure | half-day concierge | single tv system | furnished | window frames in double glass / pvc,excellent,2,yes,f,100,maggiolina
1,1150,52,rent,available,"2 (1 bedroom, 1 other), 1 bathroom",kitchen | balcony | terrace | furnished | shared garden | window frames in double glass / pvcexposure east,excellent,1,yes,g,100,rovereto
1,1300,85,rent | students (6 - 36 months),available,"3 (2 bedrooms, 1 other), 1 bathroom, kitchenette",electric gate | optic fiber | security door | closet | balcony | full day concierge | centralized tv system | furnished | cellar | shared garden | window frames in double glass / metal | double exposure,good condition,1,yes,g,300,argonne - corsica
1,2200,100,rent | transitory,available,"3 (2 bedrooms, 1 other), 2 bathrooms, kitchenette",security door | external exposure | balcony | terrace | full day concierge | centralized tv system | furnished | window frames in double glass / pvc,good condition,4,yes,f,NA,isola
1,1300,35,rent,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",balcony | full day concierge | centralized tv system | furnished,excellent,3,yes,g,100,navigli - darsena
1,1500,55,rent,available,"1 bedroom, 1 bathroom",kitchen | balcony | furnished | window frames in double glass / wood | exposure north,new,1,no,NA,0,lodi - brenta
1,2200,70,rent | transitory,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",external exposure | balcony | single tv system | furnished,good condition,Mezzanine,yes,e,0,isola
1,5000,140,rent | 4+4,available,"3 (1 bedroom, 2 others), 2 bathrooms, kitchenette",electric gate | optic fiber | video entryphone | closet | balcony | centralized tv system | partially furnished | window frames in double glass / wood | double exposure,excellent,5,yes,g,416,scala - manzoni
1,2500,60,rent | transitory,available from 14/01/2022,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | security door | external exposure | half-day concierge | centralized tv system | furnished | window frames in glass / metal,excellent,1,no,c,0,pasteur
1,1100,35,rent,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | security door | internal exposure | closet | centralized tv system | furnished | private garden | window frames in double glass / pvc,excellent,Ground floor,no,a,200,cermenate - abbiategrasso
1,1630,53,rent | 4+4,NA,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",electric gate | optic fiber | video entryphone | security door | external exposure | full day concierge | centralized tv system | furnished | window frames in triple glass / pvc,new,5,yes,f,170,montenero
1,950,45,rent,NA,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",internal exposure | furnished,good condition,2,no,g,0,porta romana - medaglie d'oro
1,2250,110,rent | 4+4,available,"3 (2 bedrooms, 1 other), 2 bathrooms, open kitchen",optic fiber | video entryphone | security door | balcony | full day concierge | centralized tv system | only kitchen furnished | window frames in double glass / wood | double exposure,excellent,2,yes,g,300,pagano
1,1800,85,rent,available,"3 (2 bedrooms, 1 other), 2 bathrooms, semi-habitable kitchen",security door | balcony | terrace | centralized tv system | furnished | cellar | window frames in double glass / pvcdouble exposure,excellent,1,yes,e,300,bovisa
1,1250,55,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchen diner",optic fiber | video entryphone | security door | internal exposure | terrace | full day concierge | single tv system | furnished | window frames in double glass / pvc,good condition,5,yes,g,125,cadorna - castello
1,850,35,rent | 4+4,available,"1 room, 1 bathroom, open kitchen",optic fiber | security door | external exposure | full day concierge | centralized tv system | furnished | window frames in double glass / pvc,excellent,Mezzanine,yes,f,80,turro
1,2416,95,rent | 4+4,available from 01/09/2024,"3 (2 bedrooms, 1 other), 2 bathrooms, open kitchen",optic fiber | alarm system | security door | balcony | centralized tv system | partially furnished | window frames in double glass / pvcdouble exposure,excellent,2,yes,e,166,maggiolina
1,2200,140,rent,available,"5+ (2 bedrooms, 4 others), 2 bathrooms",alarm system | kitchen | balcony | furnished | shared garden | exposure north,good condition,1,yes,e,400,bande nere
1,2000,98,rent | 4+4,NA,"3 (2 bedrooms, 1 other), 2 bathrooms, kitchen diner",electric gate | optic fiber | video entryphone | security door | internal exposure | closet | balcony | full day concierge | centralized tv system | partially furnished | window frames in double glass / metal,excellent,4,yes,e,250,porta romana - medaglie d'oro
1,1100,66,rent | transitory,available from 01/07/2024,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",video entryphone | security door | full day concierge | centralized tv system | furnished | cellar | shared garden | window frames in double glass / metal | double exposure,excellent,4,yes,g,350,corvetto
1,1100,43,rent,available,"1 room, 1 bathroom",balcony | furnished | shared garden | window frames in double glass / pvcexposure west,excellent,1,yes,e,250,monte rosa - lotto
1,800,39,rent | transitory,available,"1 bedroom, 1 bathroom, open kitchen",electric gate | optic fiber | security door | internal exposure | furnished | cellar | window frames in double glass / pvc,excellent,1,yes,c,200,cenisio
1,7500,260,rent | 4+4,NA,"5 (3 bedrooms, 2 others), 3 bathrooms, kitchen diner",hydromassage | security door | closet | balcony | full day concierge | double exposure,excellent,3,yes,d,1250,palestro
1,2800,150,rent | 4+4,available,"4 (3 bedrooms, 1 other), 2 bathrooms, open kitchen",optic fiber | video entryphone | security door | balcony | full day concierge | centralized tv system | furnished | window frames in double glass / pvcdouble exposure,excellent,4,yes,d,400,repubblica
1,2380,130,rent | 4+4,available,"5 (2 bedrooms, 3 others), 2 bathrooms, kitchen diner",optic fiber | alarm system | security door | closet | balcony | full day concierge | centralized tv system | partially furnished | window frames in double glass / wood | double exposure,excellent,3,yes,f,390,centrale
1,1400,60,rent | transitory,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | security door | centralized tv system | furnished | window frames in double glass / wood | double exposure,excellent,6,yes,g,200,monte rosa - lotto
1,1000,45,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",electric gate | optic fiber | centralized tv system | furnished | shared garden | window frames in glass / wood | double exposure,good condition,2,no,f,60,paolo sarpi
1,1800,97,rent | 4+4,NA,"3 (2 bedrooms, 1 other), 1 bathroom, open kitchen",electric gate | optic fiber | video entryphone | alarm system | security door | closet | balcony | full day concierge | centralized tv system | furnished | cellar | window frames in double glass / wood | double exposure,excellent,7,yes,e,200,cadore
1,4900,70,rent,available,"2 (1 bedroom, 1 other), 1 bathroom, semi-habitable kitchen",security door | centralized tv system | furnished | double exposure,excellent,1,no,e,0,piave - tricolore
1,1800,30,rent,available,1 bedroom,kitchen | furnished | window frames in double glass / metal | exposure east,excellent,3,yes,NA,50,duomo
1,5200,223,rent | 4+4,available,"5 (3 bedrooms, 2 others), 3 bathrooms, semi-habitable kitchen",fireplace | attic | optic fiber | video entryphone | alarm system | security door | closet | terrace | half-day concierge | centralized tv system | window frames in double glass / wood | double exposure,excellent,5,yes,f,400,porta venezia
1,1000,40,rent | transitory,NA,"1 bedroom, 1 bathroom, kitchen diner",video entryphone | external exposure | balcony | full day concierge | single tv system | furnished | cellar | window frames in double glass / pvc,excellent,3,yes,f,200,dezza
1,3000,103,rent | 4+4,available,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",optic fiber | video entryphone | security door | closet | balcony | full day concierge | centralized tv system | furnished | private garden | window frames in double glass / pvcdouble exposure,excellent,4,yes,f,388,corso san gottardo
1,1350,30,rent | transitory,available from 01/03/2024,"1 bedroom, 1 bathroom, open kitchen",video entryphone | security door | external exposure | full day concierge | centralized tv system | furnished | window frames in double glass / pvc,excellent,2,yes,d,100,porta romana - medaglie d'oro
